_id,user_id,year,month,day,isCombined,title,cost,category,memo,vendor,time,paymentMethod,_class,group[0]._id,group[1]._id,group[2]._id,group[0].user_id,group[1].user_id,group[2].user_id,group[0].year,group[1].year,group[2].year,group[0].month,group[1].month,group[2].month,group[0].day,group[1].day,group[2].day,group[0].isCombined,group[1].isCombined,group[2].isCombined,group[0].title,group[1].title,group[2].title,group[0].cost,group[1].cost,group[2].cost,group[0].category,group[1].category,group[2].category,group[0].memo,group[1].memo,group[2].memo,group[0].vendor,group[1].vendor,group[2].vendor,group[0].time,group[1].time,group[2].time,group[0].paymentMethod,group[1].paymentMethod,group[2].paymentMethod
67ecbfb49aa95271b39ee890,1HmYQUhVnjbyQWDIANJHIDkynhx1,2025,3,31,false,수도2503일반,-16550,home,,서울시상수도사업본부,2025-03-30T15:35:26.000Z,카카오뱅크,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67ecc3f09aa95271b39ee891,1HmYQUhVnjbyQWDIANJHIDkynhx1,2025,3,30,false,,-16000,health,,수정프라자약국,2025-03-30T15:06:26.000Z,프렌즈체크카드,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67ecc83f9aa95271b39ee892,1HmYQUhVnjbyQWDIANJHIDkynhx1,2025,3,27,false,이*리,1300,transfer,,카카오페이머니,2025-03-24T15:13:26.000Z,카카오뱅크,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67ecc8b19aa95271b39ee893,1HmYQUhVnjbyQWDIANJHIDkynhx1,2025,3,12,false,,-6870,cafe,,GS25지에스사랑점,2025-03-12T15:13:26.000Z,네이버페이,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67ecc8f39aa95271b39ee894,1HmYQUhVnjbyQWDIANJHIDkynhx1,2025,3,18,false,,-4000,cafe,,투썸플레이스,2025-03-10T15:13:26.000Z,현대카드,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67ecc92f9aa95271b39ee895,1HmYQUhVnjbyQWDIANJHIDkynhx1,2025,3,15,false,소금집 모르타델라 슬라이스 햄 수제햄...,-7900,food,,소금집,2025-03-09T15:13:26.000Z,현대카드,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67ecc9789aa95271b39ee896,1HmYQUhVnjbyQWDIANJHIDkynhx1,2025,3,15,false,,1000000,transfer,,삼성SSAFY,2025-03-14T15:13:26.000Z,카카오뱅크,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67ecccfc0bc76d689620b64c,1HmYQUhVnjbyQWDIANJHIDkynhx1,2025,4,1,false,,-6020,living,,GS25지에스사랑점,2025-03-31T15:13:26.000Z,현대카드,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67eccd390bc76d689620b64d,1HmYQUhVnjbyQWDIANJHIDkynhx1,2025,4,1,false,정*희,-4250,transfer,넷플 정기결제,우리은행,2025-03-31T15:15:26.000Z,카카오뱅크,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67eccd980bc76d689620b64e,1HmYQUhVnjbyQWDIANJHIDkynhx1,2025,4,2,false,후불교통비,-12250,transfer,,케이뱅크,2025-04-01T15:15:26.000Z,케이뱅크 교통 전용(MY K-패스),com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67ee11077be4585f3d4c7cca,1HmYQUhVnjbyQWDIANJHIDkynhx1,2025,4,2,false,윤*진,4500,transfer,,국민은행,2025-04-01T15:16:26.000Z,카카오뱅크,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67ee16357be4585f3d4c7ccd,1HmYQUhVnjbyQWDIANJHIDkynhx1,2025,4,1,false,combine test,10000,transfer,,케이뱅크hi?,2025-04-01T15:15:26.000Z,케이뱅크 교통 전용(MY K-패스),com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67ee16287be4585f3d4c7ccc,1HmYQUhVnjbyQWDIANJHIDkynhx1,2025,4,3,false,combine test - main,-5000,transfer,,케이뱅크,2025-04-01T15:15:26.000Z,케이뱅크 교통 전용(MY K-패스),com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f282a1c8c20d24a5a42d1c,1HmYQUhVnjbyQWDIANJHIDkynhx1,2025,4,6,false,coffee,-32423,cafe,,coffee hangout,2025-04-06T18:00:36.000Z,kb pay,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f28684c8c20d24a5a42d21,1HmYQUhVnjbyQWDIANJHIDkynhx1,2025,4,6,false,norebang,-2000,leisure,norebang galre,onair norebang,2025-04-06T13:49:01.000Z,kb pay,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f351e697c5697d0d7cb361,1HmYQUhVnjbyQWDIANJHIDkynhx1,2025,4,7,false,캐비어라면,-30000,food,캐비어 라면은 어떤맛일까 궁금했다.,비싼라면가게,2025-04-07T10:00:45.000Z,카카오페이,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f36140dba73018f2357035,1HmYQUhVnjbyQWDIANJHIDkynhx1,2025,4,6,false,bus,-2000,traffic,expensive,red bus,2025-04-07T05:22:27.000Z,카카오페이,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f36a50dba73018f2357036,1HmYQUhVnjbyQWDIANJHIDkynhx1,2025,4,7,false,통신비 납부,-30000,home,,,2025-04-06T21:00:34.000Z,kb pay,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f3797654b13b1ed1aa94e7,1HmYQUhVnjbyQWDIANJHIDkynhx1,2025,3,15,false,도니조아,-150780,liquor,참이슬 땡긴다,,2025-03-16T07:44:05.000Z,신한카드,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f4dcde12a08053befc0063,aAeovBlrrEWTRTSCSL1p6scYI2q2,2025,4,8,false,치킨떡볶이,-38000,food,,교촌치킨 산본점,2025-04-08T08:22:31.000Z,네이버 페이,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f5c5d3f1973850d3ea5042,aAeovBlrrEWTRTSCSL1p6scYI2q2,2025,4,9,false,피자,-30000,food,,도미노 피자,2025-04-09T09:00:21.000Z,네이버 페이,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f5dac38bcc5437a4b1e343,aAeovBlrrEWTRTSCSL1p6scYI2q2,2025,4,9,false,별자리키링,-4000,shopping,야호,별자리달자리,2025-04-09T11:25:43.000Z,네이버 페이,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f5db198bcc5437a4b1e344,aAeovBlrrEWTRTSCSL1p6scYI2q2,2025,4,9,false,김본,3000,transfer,돈 줘서 고마워!,황정현,2025-04-09T11:27:19.000Z,신한 은행,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f5ef438bcc5437a4b1e348,aAeovBlrrEWTRTSCSL1p6scYI2q2,2025,4,9,false,노즈쏙 정,-5500,health,비염 시러 왕창시러,온누리 약국,2025-04-09T12:53:07.000Z,네이버 페이,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f62aa672fe9847830b9bd4,1HmYQUhVnjbyQWDIANJHIDkynhx1,2025,3,11,false,GgaGga,-500,etc,,,2025-03-11T00:00:05.000Z,Card,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f62b0672fe9847830b9bd5,1HmYQUhVnjbyQWDIANJHIDkynhx1,2025,2,10,false,Don,200000,transfer,,Carrot,2025-02-10T00:00:50.000Z,Bank,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f68f56e9683f653ac95b8a,J9BazXA3N8PaJ4Hpp4Jk1N05PyJ3,2025,4,9,false,,-600,cafe,,ＧＳ２５지에스사랑점,2025-04-09T01:17:00.000Z,우리카드,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f6bfc47c41cd750ef6ca77,J9BazXA3N8PaJ4Hpp4Jk1N05PyJ3,2025,4,10,false,딜라이트 프로젝트 베이글칩 모음전 15종 택12건,-9100,shopping,,올리브영,2025-04-09T16:27:22.000Z,네이버페이,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f6c38e945bb40f879f3ad9,J9BazXA3N8PaJ4Hpp4Jk1N05PyJ3,2025,4,6,false,딜라이트 프로젝트 베이글칩 모음전 15종 택12건,-9100,shopping,,올리브영,2025-04-05T16:27:22.000Z,네이버페이,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f71df430b15577b8c70bc4,aAeovBlrrEWTRTSCSL1p6scYI2q2,2025,3,6,false,치킨,-30000,food,,노랑통닭,2025-03-06T10:00:31.000Z,카카오 페이,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f4d81712a08053befc0062,aAeovBlrrEWTRTSCSL1p6scYI2q2,2025,4,8,false,김본,50000,transfer,돈줘서고마워!,이규리,2025-04-08T08:01:58.000Z,신한 은행,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f5f20c8bcc5437a4b1e351,aAeovBlrrEWTRTSCSL1p6scYI2q2,2025,4,8,false,용돈,400000,transfer,,엄마,2025-04-08T10:00:08.000Z,신한 은행,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f71e4830b15577b8c70bc5,aAeovBlrrEWTRTSCSL1p6scYI2q2,2025,4,10,false,유튜브,-8000,subscription,,구글,2025-04-10T10:26:06.000Z,카카오 뱅크,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f5fa5e8bcc5437a4b1e353,aAeovBlrrEWTRTSCSL1p6scYI2q2,2025,4,10,false,치약,-4000,shopping,,지에스 사랑점,2025-04-10T20:00:39.000Z,신한 카드,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f72c60f777d046b8614f75,aAeovBlrrEWTRTSCSL1p6scYI2q2,2025,4,10,false,블랑,-3000,liquor,,영웅싸롱,2025-04-10T11:26:20.000Z,네이버 페이,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f72cb5f777d046b8614f76,aAeovBlrrEWTRTSCSL1p6scYI2q2,2025,4,10,false,유심,-3000,travel,,말톡,2025-04-10T00:00:39.000Z,카카오 페이,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f72cfaf777d046b8614f78,aAeovBlrrEWTRTSCSL1p6scYI2q2,2025,4,24,false,치킨,-30000,food,,교촌치킨,2025-04-24T00:00:53.000Z,네이버 페이,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f5f1168bcc5437a4b1e34f,aAeovBlrrEWTRTSCSL1p6scYI2q2,2025,4,9,false,토마토주스,-3000,cafe,토마토주스 맛,쥬시,2025-04-09T13:01:14.000Z,네이버 페이,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f5f4538bcc5437a4b1e352,aAeovBlrrEWTRTSCSL1p6scYI2q2,2025,4,9,false,니모 키링,-2000,shopping,예쁘다,키리링샵,2025-04-09T13:14:57.000Z,네이버 페이,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f63a39d276827613a344a8,aAeovBlrrEWTRTSCSL1p6scYI2q2,2025,4,9,false,황정현,30000,transfer,돈줘,김본,2025-04-09T18:13:13.000Z,신한 은행,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f75b89ef707d275bf0aecf,1HmYQUhVnjbyQWDIANJHIDkynhx1,2025,4,10,false,카메라거치대,-1110,education,,당근,2025-04-10T14:47:12.000Z,현금,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f75bc0ef707d275bf0aed0,Kma3YPb8lEMYKRF7zlEk2LSV9wq2,2025,4,10,false,크라운 새콤달콤 딸기레몬1+...,0,etc,,푸른농장몰,2025-04-10T23:43:49.000Z,,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f75c09ef707d275bf0aed1,1HmYQUhVnjbyQWDIANJHIDkynhx1,2025,4,10,false,youtube,-11000,education,wow,google,2025-04-10T14:49:30.000Z,카카오페이,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f763a3ef707d275bf0aed2,Kma3YPb8lEMYKRF7zlEk2LSV9wq2,2025,4,10,false,크라운 새콤달콤 딸기레몬,-1000,cafe,,,2025-04-10T23:48:18.000Z,네이버페이,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f7662b1a02a67fd507cad3,Kma3YPb8lEMYKRF7zlEk2LSV9wq2,2025,4,10,true,뽑기,-3000,leisure,,,2025-04-11T00:32:59.000Z,카카오페이,com.example.mugbackend.transaction.domain.Transaction,67f766161a02a67fd507cad1,67f766261a02a67fd507cad2,,Kma3YPb8lEMYKRF7zlEk2LSV9wq2,Kma3YPb8lEMYKRF7zlEk2LSV9wq2,,2025,2025,,4,4,,10,10,,false,false,,뽑기,뽑기,,-1000,-2000,,leisure,leisure,,,,,,,,2025-04-11T00:32:25.000Z,2025-04-11T00:32:59.000Z,,카카오페이,카카오페이,
67f7682e1a02a67fd507cad4,Kma3YPb8lEMYKRF7zlEk2LSV9wq2,2025,4,10,false,,-1800,shopping,,바나플에프엔비,2025-04-11T00:31:00.000Z,KB국민체크(8303),com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f768f61a02a67fd507cad5,Kma3YPb8lEMYKRF7zlEk2LSV9wq2,2025,4,10,false,흑당버블티,0,cafe,,바나프레소,2025-04-11T00:32:02.000Z,,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f769761a02a67fd507cad7,1HmYQUhVnjbyQWDIANJHIDkynhx1,2025,2,4,false,aaa,-12345,food,aaa,aaa,2025-02-04T09:00:48.000Z,aaa,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f769931a02a67fd507cad8,1HmYQUhVnjbyQWDIANJHIDkynhx1,2025,2,27,false,bbb,-2134,beauty,bbb,bbb,2025-02-27T09:00:22.000Z,bbb,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f76d801a02a67fd507cadd,Kma3YPb8lEMYKRF7zlEk2LSV9wq2,2025,4,10,true,액트투 팝콘 버터맛 78g,0,etc,,,2025-04-11T00:57:00.000Z,,com.example.mugbackend.transaction.domain.Transaction,67f76c011a02a67fd507cadb,67f76ca41a02a67fd507cadc,,Kma3YPb8lEMYKRF7zlEk2LSV9wq2,Kma3YPb8lEMYKRF7zlEk2LSV9wq2,,2025,2025,,4,4,,10,10,,false,false,,액트투 팝콘 버터맛 78g,액트투 팝콘 버터맛 78g,,0,0,,snack,etc,,,,,,,,2025-04-11T00:51:07.000Z,2025-04-11T00:57:00.000Z,,네이버페이,,
67f76d871a02a67fd507cade,Kma3YPb8lEMYKRF7zlEk2LSV9wq2,2025,4,10,true,수박모양 미니젤리 40g,-20600,etc,,,2025-04-11T00:45:18.000Z,네이버페이,com.example.mugbackend.transaction.domain.Transaction,67f769bf1a02a67fd507cad9,67f76a741a02a67fd507cada,,Kma3YPb8lEMYKRF7zlEk2LSV9wq2,Kma3YPb8lEMYKRF7zlEk2LSV9wq2,,2025,2025,,4,4,,10,10,,false,false,,수박모양 미니젤리 40g,,,0,-20600,,etc,etc,,,,,,네이버페이,,2025-04-11T00:45:18.000Z,2025-04-11T00:48:00.000Z,,네이버페이,KB국민체크(8303),
67f770cd1a02a67fd507cadf,Kma3YPb8lEMYKRF7zlEk2LSV9wq2,2025,4,10,true,난나나콘 50g,4850,etc,,마켓찐몰,2025-04-11T00:22:13.000Z,,com.example.mugbackend.transaction.domain.Transaction,67f7650bef707d275bf0aed3,67f7690c1a02a67fd507cad6,,Kma3YPb8lEMYKRF7zlEk2LSV9wq2,Kma3YPb8lEMYKRF7zlEk2LSV9wq2,,2025,2025,,4,4,,10,10,,false,false,,난나나콘 50g,,,0,4850,,etc,etc,,,,,마켓찐몰,,,2025-04-11T00:22:13.000Z,2025-04-11T00:45:00.000Z,,,KB국민체크,
67f774cd3b22d039349a53d8,Kma3YPb8lEMYKRF7zlEk2LSV9wq2,2025,4,8,false,비행기,-100000,travel,,대한항공,2025-04-08T09:00:24.000Z,네이버페이,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f776033b22d039349a53d9,Kma3YPb8lEMYKRF7zlEk2LSV9wq2,2025,4,10,false,참이슬,-3000,liquor,,,2025-04-11T01:40:29.000Z,네이버페이,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f785cac7835a799459df9c,J9BazXA3N8PaJ4Hpp4Jk1N05PyJ3,2025,4,10,false,,-3300,food,,바나플에프엔비,2025-04-11T02:46:00.000Z,우리카드,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f78683c7835a799459df9d,Kma3YPb8lEMYKRF7zlEk2LSV9wq2,2025,4,10,false,액트투 팝콘 버터맛,0,etc,,,2025-04-11T02:49:18.000Z,,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f788c3c7835a799459df9e,Kma3YPb8lEMYKRF7zlEk2LSV9wq2,2025,4,10,false,크라운 마이쮸 대용량,0,etc,,,2025-04-11T02:53:33.000Z,,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f7920d9394e827a20d5ed1,J9BazXA3N8PaJ4Hpp4Jk1N05PyJ3,2025,4,10,false,,-12900,food,,땡기면，땡비어,2025-04-11T03:37:00.000Z,우리카드,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f7a3d79394e827a20d5ed4,1HmYQUhVnjbyQWDIANJHIDkynhx1,2025,4,4,false,,-27900,shopping,,와디즈,2025-04-04T12:22:00.000Z,우리카드,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f7a5ad9394e827a20d5ed7,1HmYQUhVnjbyQWDIANJHIDkynhx1,2025,4,10,false,,-10900,etc,,땡기면，땡비어,2025-04-11T03:38:00.000Z,우리카드,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f7a5c39394e827a20d5ed8,Kma3YPb8lEMYKRF7zlEk2LSV9wq2,2025,4,10,false,,-18240,home,,한국전력전기,2025-04-11T04:58:00.000Z,우리카드,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f7a9359394e827a20d5edc,1HmYQUhVnjbyQWDIANJHIDkynhx1,2025,3,13,false,주식회사무신사,-362540,shopping,,,2025-03-14T04:55:48.000Z,신한카드,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f7ab019394e827a20d5ede,1HmYQUhVnjbyQWDIANJHIDkynhx1,2025,3,8,false,영양제,-352000,health,,,2025-03-08T20:44:19.000Z,신한카드,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f7abf39394e827a20d5edf,1HmYQUhVnjbyQWDIANJHIDkynhx1,2025,3,8,false,커피머신,-144325,etc,,,2025-03-09T06:55:36.000Z,우리카드,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f7ad949394e827a20d5ee0,1HmYQUhVnjbyQWDIANJHIDkynhx1,2025,3,3,false,고구려,-250000,food,중식 선결제,,2025-03-03T18:00:10.000Z,신한카드,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f7adee9394e827a20d5ee1,1HmYQUhVnjbyQWDIANJHIDkynhx1,2025,3,27,false,스픽 1년권,-329900,education,,,2025-03-28T00:54:41.000Z,신한카드,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f7c9119394e827a20d5ee5,Kma3YPb8lEMYKRF7zlEk2LSV9wq2,2025,4,10,false,상품명,10000,etc,,가맹점명,2025-04-11T07:25:16.000Z,티머니,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f7f52cf1faa63c6b3714f4,J9BazXA3N8PaJ4Hpp4Jk1N05PyJ3,2025,4,11,false,말랑카우,-13000,etc,,롯데,2025-04-11T10:42:22.000Z,네이버페이,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f803a10b1b6165f5dd7d5b,J9BazXA3N8PaJ4Hpp4Jk1N05PyJ3,2025,4,11,false,농심 신라면 20개+오징어짬,-38610,shopping,,농심 브랜드스토어,2025-04-11T11:44:15.000Z,우리카드,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f84e050b1b6165f5dd7d5e,J9BazXA3N8PaJ4Hpp4Jk1N05PyJ3,2025,4,11,false,음료수,-4100,etc,,ＧＳ２５지에스사,2025-04-11T16:44:00.000Z,우리카드,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f863940b1b6165f5dd7d66,J9BazXA3N8PaJ4Hpp4Jk1N05PyJ3,2025,4,11,false,"농심 신라면 120g, 20",-16610,food,,농심 브랜드스토어,2025-04-11T18:33:09.000Z,우리카드,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f7a6489394e827a20d5ed9,J9BazXA3N8PaJ4Hpp4Jk1N05PyJ3,2025,4,8,false,고고즉석떡볶이,-50000,food,,,2025-04-09T04:30:00.000Z,우리카드,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f7a6a29394e827a20d5eda,J9BazXA3N8PaJ4Hpp4Jk1N05PyJ3,2025,4,9,false,정*희,10000,transfer,,,2025-04-09T09:02:13.000Z,우리은행,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f7a6c19394e827a20d5edb,J9BazXA3N8PaJ4Hpp4Jk1N05PyJ3,2025,4,9,false,황*현,10000,transfer,,,2025-04-09T10:11:22.000Z,우리은행,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f87ae80b1b6165f5dd7d6f,1HmYQUhVnjbyQWDIANJHIDkynhx1,2025,4,8,true,고고즉석떡볶이,-10000,food,,,2025-04-09T04:55:08.000Z,우리카드,com.example.mugbackend.transaction.domain.Transaction,67f867210b1b6165f5dd7d69,67f8673b0b1b6165f5dd7d6a,67f8677a0b1b6165f5dd7d6b,1HmYQUhVnjbyQWDIANJHIDkynhx1,1HmYQUhVnjbyQWDIANJHIDkynhx1,1HmYQUhVnjbyQWDIANJHIDkynhx1,2025,2025,2025,4,4,4,8,9,9,false,false,false,고고즉석떡볶이,정*희,황*현,-30000,10000,10000,food,transfer,transfer,,,,,,,2025-04-09T04:55:08.000Z,2025-04-09T09:05:41.000Z,2025-04-09T09:10:38.000Z,우리카드,신한은행,국민은행
67f87c890b1b6165f5dd7d70,J9BazXA3N8PaJ4Hpp4Jk1N05PyJ3,2025,4,11,false,"신라면 120g, 20개",0,etc,,네이버페이,2025-04-11T20:19:51.000Z,우리카드,com.example.mugbackend.transaction.domain.Transaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
